attack,classfication,defense,height_m,hp,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
125,Karate Pokémon,75,1.4,75,Sawk,539,30,75,85,fighting,,51,5,0
53,Sewing Pokémon,70,0.3,45,Sewaddle,540,40,60,42,bug,grass,2.5,5,0
63,Leaf-Wrapped Pokémon,90,0.5,55,Swadloon,541,50,80,42,bug,grass,7.3,5,0
103,Nurturing Pokémon,80,1.2,75,Leavanny,542,70,80,92,bug,grass,20.5,5,0
45,Centipede Pokémon,59,0.4,30,Venipede,543,30,39,57,bug,poison,5.3,5,0
55,Curlipede Pokémon,99,1.2,40,Whirlipede,544,40,79,47,bug,poison,58.5,5,0
100,Megapede Pokémon,89,2.5,60,Scolipede,545,55,69,112,bug,poison,200.5,5,0
27,Cotton Puff Pokémon,60,0.3,40,Cottonee,546,37,50,66,grass,fairy,0.6,5,0
67,Windveiled Pokémon,85,0.7,60,Whimsicott,547,77,75,116,grass,fairy,6.6,5,0
35,Bulb Pokémon,50,0.5,45,Petilil,548,70,50,30,grass,,6.6,5,0
60,Flowering Pokémon,75,1.1,70,Lilligant,549,110,75,90,grass,,16.3,5,0
92,Hostile Pokémon,65,1,70,Basculin,550,80,55,98,water,,18,5,0
72,Desert Croc Pokémon,35,0.7,50,Sandile,551,35,35,65,ground,dark,15.2,5,0
82,Desert Croc Pokémon,45,1,60,Krokorok,552,45,45,74,ground,dark,33.4,5,0
117,Intimidation Pokémon,80,1.5,95,Krookodile,553,65,70,92,ground,dark,96.3,5,0
90,Zen Charm Pokémon,45,0.6,70,Darumaka,554,15,45,50,fire,,37.5,5,0
30,Blazing Pokémon,105,1.3,105,Darmanitan,555,140,105,55,fire,fire,92.9,5,0
86,Cactus Pokémon,67,1,75,Maractus,556,106,67,60,grass,,28,5,0
65,Rock Inn Pokémon,85,0.3,50,Dwebble,557,35,35,55,bug,rock,14.5,5,0
105,Stone Home Pokémon,125,1.4,70,Crustle,558,65,75,45,bug,rock,200,5,0
75,Shedding Pokémon,70,0.6,50,Scraggy,559,35,70,48,dark,fighting,11.8,5,0
90,Hoodlum Pokémon,115,1.1,65,Scrafty,560,45,115,58,dark,fighting,30,5,0
58,Avianoid Pokémon,80,1.4,72,Sigilyph,561,103,80,97,psychic,flying,14,5,0
30,Spirit Pokémon,85,0.5,38,Yamask,562,55,65,30,ghost,,1.5,5,0
50,Coffin Pokémon,145,1.7,58,Cofagrigus,563,95,105,30,ghost,,76.5,5,0
78,Prototurtle Pokémon,103,0.7,54,Tirtouga,564,53,45,22,water,rock,16.5,5,0
108,Prototurtle Pokémon,133,1.2,74,Carracosta,565,83,65,32,water,rock,81,5,0
112,First Bird Pokémon,45,0.5,55,Archen,566,74,45,70,rock,flying,9.5,5,0
140,First Bird Pokémon,65,1.4,75,Archeops,567,112,65,110,rock,flying,32,5,0
50,Trash Bag Pokémon,62,0.6,50,Trubbish,568,40,62,65,poison,,31,5,0
95,Trash Heap Pokémon,82,1.9,80,Garbodor,569,60,82,75,poison,,107.3,5,0
65,Tricky Fox Pokémon,40,0.7,40,Zorua,570,80,40,65,dark,,12.5,5,0
105,Illusion Fox Pokémon,60,1.6,60,Zoroark,571,120,60,105,dark,,81.1,5,0
50,Chinchilla Pokémon,40,0.4,55,Minccino,572,40,40,75,normal,,5.8,5,0
95,Scarf Pokémon,60,0.5,75,Cinccino,573,65,60,115,normal,,7.5,5,0
30,Fixation Pokémon,50,0.4,45,Gothita,574,55,65,45,psychic,,5.8,5,0
45,Manipulate Pokémon,70,0.7,60,Gothorita,575,75,85,55,psychic,,18,5,0
55,Astral Body Pokémon,95,1.5,70,Gothitelle,576,95,110,65,psychic,,44,5,0
30,Cell Pokémon,40,0.3,45,Solosis,577,105,50,20,psychic,,1,5,0
40,Mitosis Pokémon,50,0.6,65,Duosion,578,125,60,30,psychic,,8,5,0
65,Multiplying Pokémon,75,1,110,Reuniclus,579,125,85,30,psychic,,20.1,5,0
44,Water Bird Pokémon,50,0.5,62,Ducklett,580,44,50,55,water,flying,5.5,5,0
87,White Bird Pokémon,63,1.3,75,Swanna,581,87,63,98,water,flying,24.2,5,0
50,Fresh Snow Pokémon,50,0.4,36,Vanillite,582,65,60,44,ice,,5.7,5,0
65,Icy Snow Pokémon,65,1.1,51,Vanillish,583,80,75,59,ice,,41,5,0
95,Snowstorm Pokémon,85,1.3,71,Vanilluxe,584,110,95,79,ice,,57.5,5,0
60,Season Pokémon,50,0.6,60,Deerling,585,40,50,75,normal,grass,19.5,5,0
100,Season Pokémon,70,1.9,80,Sawsbuck,586,60,70,95,normal,grass,92.5,5,0
75,Sky Squirrel Pokémon,60,0.4,55,Emolga,587,75,60,103,electric,flying,5,5,0
75,Clamping Pokémon,45,0.5,50,Karrablast,588,40,45,60,bug,,5.9,5,0
135,Cavalry Pokémon,105,1,70,Escavalier,589,60,105,20,bug,steel,33,5,0
55,Mushroom Pokémon,45,0.2,69,Foongus,590,55,55,15,grass,poison,1,5,0
85,Mushroom Pokémon,70,0.6,114,Amoonguss,591,85,80,30,grass,poison,10.5,5,0
40,Floating Pokémon,50,1.2,55,Frillish,592,65,85,40,water,ghost,33,5,0
60,Floating Pokémon,70,2.2,100,Jellicent,593,85,105,60,water,ghost,135,5,0
75,Caring Pokémon,80,1.2,165,Alomomola,594,40,45,65,water,,31.6,5,0
47,Attaching Pokémon,50,0.1,50,Joltik,595,57,50,65,bug,electric,0.6,5,0
77,EleSpider Pokémon,60,0.8,70,Galvantula,596,97,60,108,bug,electric,14.3,5,0
50,Thorn Seed Pokémon,91,0.6,44,Ferroseed,597,24,86,10,grass,steel,18.8,5,0
94,Thorn Pod Pokémon,131,1,74,Ferrothorn,598,54,116,20,grass,steel,110,5,0
55,Gear Pokémon,70,0.3,40,Klink,599,45,60,30,steel,,21,5,0
80,Gear Pokémon,95,0.6,60,Klang,600,70,85,50,steel,,51,5,0
100,Gear Pokémon,115,0.6,60,Klinklang,601,70,85,90,steel,,81,5,0
55,EleFish Pokémon,40,0.2,35,Tynamo,602,45,40,60,electric,,0.3,5,0
85,EleFish Pokémon,70,1.2,65,Eelektrik,603,75,70,40,electric,,22,5,0
115,EleFish Pokémon,80,2.1,85,Eelektross,604,105,80,50,electric,,80.5,5,0
55,Cerebral Pokémon,55,0.5,55,Elgyem,605,85,55,30,psychic,,9,5,0
75,Cerebral Pokémon,75,1,75,Beheeyem,606,125,95,40,psychic,,34.5,5,0
30,Candle Pokémon,55,0.3,50,Litwick,607,65,55,20,ghost,fire,3.1,5,0
40,Lamp Pokémon,60,0.6,60,Lampent,608,95,60,55,ghost,fire,13,5,0
55,Luring Pokémon,90,1,60,Chandelure,609,145,90,80,ghost,fire,34.3,5,0
87,Tusk Pokémon,60,0.6,46,Axew,610,30,40,57,dragon,,18,5,0
117,Axe Jaw Pokémon,70,1,66,Fraxure,611,40,50,67,dragon,,36,5,0
147,Axe Jaw Pokémon,90,1.8,76,Haxorus,612,60,70,97,dragon,,105.5,5,0
70,Chill Pokémon,40,0.5,55,Cubchoo,613,60,40,40,ice,,8.5,5,0
130,Freezing Pokémon,80,2.6,95,Beartic,614,70,80,50,ice,,260,5,0
50,Crystallizing Pokémon,50,1.1,80,Cryogonal,615,95,135,105,ice,,148,5,0
40,Snail Pokémon,85,0.4,50,Shelmet,616,40,65,25,bug,,7.7,5,0
70,Shell Out Pokémon,40,0.8,80,Accelgor,617,100,60,145,bug,,25.3,5,0
66,Trap Pokémon,84,0.7,109,Stunfisk,618,81,99,32,ground,electric,11,5,0
85,Martial Arts Pokémon,50,0.9,45,Mienfoo,619,55,50,65,fighting,,20,5,0
125,Martial Arts Pokémon,60,1.4,65,Mienshao,620,95,60,105,fighting,,35.5,5,0
120,Cave Pokémon,90,1.6,77,Druddigon,621,60,90,48,dragon,,139,5,0
74,Automaton Pokémon,50,1,59,Golett,622,35,50,35,ground,ghost,92,5,0
124,Automaton Pokémon,80,2.8,89,Golurk,623,55,80,55,ground,ghost,330,5,0
85,Sharp Blade Pokémon,70,0.5,45,Pawniard,624,40,40,60,dark,steel,10.2,5,0
125,Sword Blade Pokémon,100,1.6,65,Bisharp,625,60,70,70,dark,steel,70,5,0
110,Bash Buffalo Pokémon,95,1.6,95,Bouffalant,626,40,95,55,normal,,94.6,5,0
83,Eaglet Pokémon,50,0.5,70,Rufflet,627,37,50,60,normal,flying,10.5,5,0
123,Valiant Pokémon,75,1.5,100,Braviary,628,57,75,80,normal,flying,41,5,0
55,Diapered Pokémon,75,0.5,70,Vullaby,629,45,65,60,dark,flying,9,5,0
65,Bone Vulture Pokémon,105,1.2,110,Mandibuzz,630,55,95,80,dark,flying,39.5,5,0
97,Anteater Pokémon,66,1.4,85,Heatmor,631,105,66,65,fire,,58,5,0
109,Iron Ant Pokémon,112,0.3,58,Durant,632,48,48,109,bug,steel,33,5,0
65,Irate Pokémon,50,0.8,52,Deino,633,45,50,38,dark,dragon,17.3,5,0
85,Hostile Pokémon,70,1.4,72,Zweilous,634,65,70,58,dark,dragon,50,5,0
105,Brutal Pokémon,90,1.8,92,Hydreigon,635,125,90,98,dark,dragon,160,5,0
85,Torch Pokémon,55,1.1,55,Larvesta,636,50,55,60,bug,fire,28.8,5,0
60,Sun Pokémon,65,1.6,85,Volcarona,637,135,105,100,bug,fire,46,5,0
90,Iron Will Pokémon,129,2.1,91,Cobalion,638,90,72,108,steel,fighting,250,5,1
129,Cavern Pokémon,90,1.9,91,Terrakion,639,72,90,108,rock,fighting,260,5,1
90,Grassland Pokémon,72,2,91,Virizion,640,90,129,108,grass,fighting,200,5,1
100,Cyclone Pokémon,80,1.5,79,Tornadus,641,110,90,121,flying,,63,5,1
105,Bolt Strike Pokémon,70,1.5,79,Thundurus,642,145,80,101,electric,flying,61,5,1
120,Vast White Pokémon,100,3.2,100,Reshiram,643,150,120,90,dragon,fire,330,5,1
150,Deep Black Pokémon,120,2.9,100,Zekrom,644,120,100,90,dragon,electric,345,5,1
145,Abundance Pokémon,90,1.5,89,Landorus,645,105,80,91,ground,flying,68,5,1
120,Boundary Pokémon,90,3,125,Kyurem,646,170,100,95,dragon,ice,325,5,1
72,Colt Pokémon,90,1.4,91,Keldeo,647,129,90,108,water,fighting,48.5,5,1
128,Melody Pokémon,90,0.6,100,Meloetta,648,77,77,128,normal,psychic,6.5,5,1
120,Paleozoic Pokémon,95,1.5,71,Genesect,649,120,95,99,bug,steel,82.5,5,1
61,Spiky Nut Pokémon,65,0.4,56,Chespin,650,48,45,38,grass,,9,6,0
78,Spiny Armor Pokémon,95,0.7,61,Quilladin,651,56,58,57,grass,,29,6,0
107,Spiny Armor Pokémon,122,1.6,88,Chesnaught,652,74,75,64,grass,fighting,90,6,0
45,Fox Pokémon,40,0.4,40,Fennekin,653,62,60,60,fire,,9.4,6,0
59,Fox Pokémon,58,1,59,Braixen,654,90,70,73,fire,,14.5,6,0
69,Fox Pokémon,72,1.5,75,Delphox,655,114,100,104,fire,psychic,39,6,0
56,Bubble Frog Pokémon,40,0.3,41,Froakie,656,62,44,71,water,,7,6,0
63,Bubble Frog Pokémon,52,0.6,54,Frogadier,657,83,56,97,water,,10.9,6,0
145,Ninja Pokémon,67,1.5,72,Greninja,658,153,71,132,water,dark,40,6,0
36,Digging Pokémon,38,0.4,38,Bunnelby,659,32,36,57,normal,,5,6,0
56,Digging Pokémon,77,1,85,Diggersby,660,50,77,78,normal,ground,42.4,6,0
50,Tiny Robin Pokémon,43,0.3,45,Fletchling,661,40,38,62,normal,flying,1.7,6,0
73,Ember Pokémon,55,0.7,62,Fletchinder,662,56,52,84,fire,flying,16,6,0
81,Scorching Pokémon,71,1.2,78,Talonflame,663,74,69,126,fire,flying,24.5,6,0
35,Scatterdust Pokémon,40,0.3,38,Scatterbug,664,27,25,35,bug,,2.5,6,0
22,Scatterdust Pokémon,60,0.3,45,Spewpa,665,27,30,29,bug,,8.4,6,0
52,Scale Pokémon,50,1.2,80,Vivillon,666,90,50,89,bug,flying,17,6,0
50,Lion Cub Pokémon,58,0.6,62,Litleo,667,73,54,72,fire,normal,13.5,6,0
68,Royal Pokémon,72,1.5,86,Pyroar,668,109,66,106,fire,normal,81.5,6,0
38,Single Bloom Pokémon,39,0.1,44,Flabébé,669,61,79,42,fairy,,0.1,6,0
65,Fairy Pokémon,67,0.2,74,Floette,670,125,128,92,fairy,,0.9,6,0
65,Garden Pokémon,68,1.1,78,Florges,671,112,154,75,fairy,,10,6,0
65,Mount Pokémon,48,0.9,66,Skiddo,672,62,57,52,grass,,31,6,0
100,Mount Pokémon,62,1.7,123,Gogoat,673,97,81,68,grass,,91,6,0
82,Playful Pokémon,62,0.6,67,Pancham,674,46,48,43,fighting,,8,6,0
124,Daunting Pokémon,78,2.1,95,Pangoro,675,69,71,58,fighting,dark,136,6,0
80,Poodle Pokémon,60,1.2,75,Furfrou,676,65,90,102,normal,,28,6,0
48,Restraint Pokémon,54,0.3,62,Espurr,677,63,60,68,psychic,,3.5,6,0
48,Constraint Pokémon,76,0.6,74,Meowstic,678,83,81,104,psychic,,8.5,6,0
80,Sword Pokémon,100,0.8,45,Honedge,679,35,37,28,steel,ghost,2,6,0
110,Sword Pokémon,150,0.8,59,Doublade,680,45,49,35,steel,ghost,4.5,6,0
150,Royal Sword Pokémon,50,1.7,60,Aegislash,681,150,50,60,steel,ghost,53,6,0
52,Perfume Pokémon,60,0.2,78,Spritzee,682,63,65,23,fairy,,0.5,6,0
72,Fragrance Pokémon,72,0.8,101,Aromatisse,683,99,89,29,fairy,,15.5,6,0
48,Cotton Candy Pokémon,66,0.4,62,Swirlix,684,59,57,49,fairy,,3.5,6,0
80,Meringue Pokémon,86,0.8,82,Slurpuff,685,85,75,72,fairy,,5,6,0
54,Revolving Pokémon,53,0.4,53,Inkay,686,37,46,45,dark,psychic,3.5,6,0
92,Overturning Pokémon,88,1.5,86,Malamar,687,68,75,73,dark,psychic,47,6,0
52,Two-Handed Pokémon,67,0.5,42,Binacle,688,39,56,50,rock,water,31,6,0
105,Collective Pokémon,115,1.3,72,Barbaracle,689,54,86,68,rock,water,96,6,0
60,Mock Kelp Pokémon,60,0.5,50,Skrelp,690,60,60,30,poison,water,7.3,6,0
75,Mock Kelp Pokémon,90,1.8,65,Dragalge,691,97,123,44,poison,dragon,81.5,6,0
53,Water Gun Pokémon,62,0.5,50,Clauncher,692,58,63,44,water,,8.3,6,0
73,Howitzer Pokémon,88,1.3,71,Clawitzer,693,120,89,59,water,,35.3,6,0
38,Generator Pokémon,33,0.5,44,Helioptile,694,61,43,70,electric,normal,6,6,0
55,Generator Pokémon,52,1,62,Heliolisk,695,109,94,109,electric,normal,21,6,0
89,Royal Heir Pokémon,77,0.8,58,Tyrunt,696,45,45,48,rock,dragon,26,6,0
121,Despot Pokémon,119,2.5,82,Tyrantrum,697,69,59,71,rock,dragon,270,6,0
59,Tundra Pokémon,50,1.3,77,Amaura,698,67,63,46,rock,ice,25.2,6,0
77,Tundra Pokémon,72,2.7,123,Aurorus,699,99,92,58,rock,ice,225,6,0
65,Intertwining Pokémon,65,1,95,Sylveon,700,110,130,60,fairy,,23.5,6,0
92,Wrestling Pokémon,75,0.8,78,Hawlucha,701,74,63,118,fighting,flying,21.5,6,0
58,Antenna Pokémon,57,0.2,67,Dedenne,702,81,67,101,electric,fairy,2.2,6,0
50,Jewel Pokémon,150,0.3,50,Carbink,703,50,150,50,rock,fairy,5.7,6,0
50,Soft Tissue Pokémon,35,0.3,45,Goomy,704,55,75,40,dragon,,2.8,6,0
75,Soft Tissue Pokémon,53,0.8,68,Sliggoo,705,83,113,60,dragon,,17.5,6,0
100,Dragon Pokémon,70,2,90,Goodra,706,110,150,80,dragon,,150.5,6,0
80,Key Ring Pokémon,91,0.2,57,Klefki,707,80,87,75,steel,fairy,3,6,0
70,Stump Pokémon,48,0.4,43,Phantump,708,50,60,38,ghost,grass,7,6,0
110,Elder Tree Pokémon,76,1.5,85,Trevenant,709,65,82,56,ghost,grass,71,6,0
66,Pumpkin Pokémon,70,0.8,59,Pumpkaboo,710,44,55,41,ghost,grass,15,6,0
100,Pumpkin Pokémon,122,1.7,85,Gourgeist,711,58,75,54,ghost,grass,39,6,0
69,Ice Chunk Pokémon,85,1,55,Bergmite,712,32,35,28,ice,,99.5,6,0
117,Iceberg Pokémon,184,2,95,Avalugg,713,44,46,28,ice,,505,6,0
30,Sound Wave Pokémon,35,0.5,40,Noibat,714,45,40,55,flying,dragon,8,6,0
70,Sound Wave Pokémon,80,1.5,85,Noivern,715,97,80,123,flying,dragon,85,6,0
131,Life Pokémon,95,3,126,Xerneas,716,131,98,99,fairy,,215,6,1
131,Destruction Pokémon,95,5.8,126,Yveltal,717,131,98,99,dark,flying,203,6,1
100,Order Pokémon,121,5,216,Zygarde,718,91,95,85,dragon,ground,284.6,6,1
160,Jewel Pokémon,110,0.7,50,Diancie,719,160,110,110,rock,fairy,8.8,6,1
160,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,0.5,80,Hoopa,720,170,130,80,psychic,ghost,9,6,1
110,Steam Pokémon,120,1.7,80,Volcanion,721,130,90,70,fire,water,195,6,1
55,Grass Quill Pokémon,55,0.3,68,Rowlet,722,50,50,42,grass,flying,1.5,7,0
75,Blade Quill Pokémon,75,0.7,78,Dartrix,723,70,70,52,grass,flying,16,7,0
107,Arrow Quill Pokémon,75,1.6,78,Decidueye,724,100,100,70,grass,ghost,36.6,7,0
65,Fire Cat Pokémon,40,0.4,45,Litten,725,60,40,70,fire,,4.3,7,0
85,Fire Cat Pokémon,50,0.7,65,Torracat,726,80,50,90,fire,,25,7,0
115,Heel Pokémon,90,1.8,95,Incineroar,727,80,90,60,fire,dark,83,7,0
54,Sea Lion Pokémon,54,0.4,50,Popplio,728,66,56,40,water,,7.5,7,0
69,Pop Star Pokémon,69,0.6,60,Brionne,729,91,81,50,water,,17.5,7,0
74,Soloist Pokémon,74,1.8,80,Primarina,730,126,116,60,water,fairy,44,7,0
75,Woodpecker Pokémon,30,0.3,35,Pikipek,731,30,30,65,normal,flying,1.2,7,0
85,Bugle Beak Pokémon,50,0.6,55,Trumbeak,732,40,50,75,normal,flying,14.8,7,0
120,Cannon Pokémon,75,1.1,80,Toucannon,733,75,75,60,normal,flying,26,7,0
70,Loitering Pokémon,30,0.4,48,Yungoos,734,30,30,45,normal,,6,7,0
110,Stakeout Pokémon,60,0.7,88,Gumshoos,735,55,60,45,normal,,14.2,7,0
62,Larva Pokémon,45,0.4,47,Grubbin,736,55,45,46,bug,,4.4,7,0
82,Battery Pokémon,95,0.5,57,Charjabug,737,55,75,36,bug,electric,10.5,7,0
70,Stag Beetle Pokémon,90,1.5,77,Vikavolt,738,145,75,43,bug,electric,45,7,0
82,Boxing Pokémon,57,0.6,47,Crabrawler,739,42,47,63,fighting,,7,7,0
132,Woolly Crab Pokémon,77,1.7,97,Crabominable,740,62,67,43,fighting,ice,180,7,0
70,Dancing Pokémon,70,0.6,75,Oricorio,741,98,70,93,fire,flying,3.4,7,0
45,Bee Fly Pokémon,40,0.1,40,Cutiefly,742,55,40,84,bug,fairy,0.2,7,0
55,Bee Fly Pokémon,60,0.2,60,Ribombee,743,95,70,124,bug,fairy,0.5,7,0
65,Puppy Pokémon,40,0.5,45,Rockruff,744,30,40,60,rock,,9.2,7,0
115,Wolf Pokémon,75,0.8,85,Lycanroc,745,55,75,82,rock,,25,7,0
140,Small Fry Pokémon,130,0.2,45,Wishiwashi,746,140,135,30,water,,0.3,7,0
53,Brutal Star Pokémon,62,0.4,50,Mareanie,747,43,52,45,poison,water,8,7,0
63,Brutal Star Pokémon,152,0.7,50,Toxapex,748,53,142,35,poison,water,14.5,7,0
100,Donkey Pokémon,70,1,70,Mudbray,749,45,55,45,ground,,110,7,0
125,Draft Horse Pokémon,100,2.5,100,Mudsdale,750,55,85,35,ground,,920,7,0
40,Water Bubble Pokémon,52,0.3,38,Dewpider,751,40,72,27,water,bug,4,7,0
70,Water Bubble Pokémon,92,1.8,68,Araquanid,752,50,132,42,water,bug,82,7,0
55,Sickle Grass Pokémon,35,0.3,40,Fomantis,753,50,35,35,grass,,1.5,7,0
105,Bloom Sickle Pokémon,90,0.9,70,Lurantis,754,80,90,45,grass,,18.5,7,0
35,Illuminating Pokémon,55,0.2,40,Morelull,755,65,75,15,grass,fairy,1.5,7,0
45,Illuminating Pokémon,80,1,60,Shiinotic,756,90,100,30,grass,fairy,11.5,7,0
44,Toxic Lizard Pokémon,40,0.6,48,Salandit,757,71,40,77,poison,fire,4.8,7,0
64,Toxic Lizard Pokémon,60,1.2,68,Salazzle,758,111,60,117,poison,fire,22.2,7,0
75,Flailing Pokémon,50,0.5,70,Stufful,759,45,50,50,normal,fighting,6.8,7,0
125,Strong Arm Pokémon,80,2.1,120,Bewear,760,55,60,60,normal,fighting,135,7,0
30,Fruit Pokémon,38,0.3,42,Bounsweet,761,30,38,32,grass,,3.2,7,0
40,Fruit Pokémon,48,0.7,52,Steenee,762,40,48,62,grass,,8.2,7,0
120,Fruit Pokémon,98,1.2,72,Tsareena,763,50,98,72,grass,,21.4,7,0
52,Posy Picker Pokémon,90,0.1,51,Comfey,764,82,110,100,fairy,,0.3,7,0
60,Sage Pokémon,80,1.5,90,Oranguru,765,90,110,60,normal,psychic,76,7,0
120,Teamwork Pokémon,90,2,100,Passimian,766,40,60,80,fighting,,82.8,7,0
35,Turn Tail Pokémon,40,0.5,25,Wimpod,767,20,30,80,bug,water,12,7,0
125,Hard Scale Pokémon,140,2,75,Golisopod,768,60,90,40,bug,water,108,7,0
55,Sand Heap Pokémon,80,0.5,55,Sandygast,769,70,45,15,ghost,ground,70,7,0
75,Sand Castle Pokémon,110,1.3,85,Palossand,770,100,75,35,ghost,ground,250,7,0
60,Sea Cucumber Pokémon,130,0.3,55,Pyukumuku,771,30,130,5,water,,1.2,7,0
95,Synthetic Pokémon,95,1.9,95,Type: Null,772,95,95,59,normal,,120.5,7,0
95,Synthetic Pokémon,95,2.3,95,Silvally,773,95,95,95,normal,,100.5,7,0
100,Meteor Pokémon,60,0.3,60,Minior,774,100,60,120,rock,flying,40,7,0
115,Drowsing Pokémon,65,0.4,65,Komala,775,75,95,65,normal,,19.9,7,0
78,Blast Turtle Pokémon,135,2,60,Turtonator,776,91,85,36,fire,dragon,212,7,0
98,Roly-Poly Pokémon,63,0.3,65,Togedemaru,777,40,73,96,electric,steel,3.3,7,0
90,Disguise Pokémon,80,0.2,55,Mimikyu,778,50,105,96,ghost,fairy,0.7,7,0
105,Gnash Teeth Pokémon,70,0.9,68,Bruxish,779,70,70,92,water,psychic,19,7,0
60,Placid Pokémon,85,3,78,Drampa,780,135,91,36,normal,dragon,185,7,0
131,Sea Creeper Pokémon,100,3.9,70,Dhelmise,781,86,90,40,ghost,grass,210,7,0
55,Scaly Pokémon,65,0.6,45,Jangmo-o,782,45,45,45,dragon,,29.7,7,0
75,Scaly Pokémon,90,1.2,55,Hakamo-o,783,65,70,65,dragon,fighting,47,7,0
110,Scaly Pokémon,125,1.6,75,Kommo-o,784,100,105,85,dragon,fighting,78.2,7,0
115,Land Spirit Pokémon,85,1.8,70,Tapu Koko,785,95,75,130,electric,fairy,20.5,7,1
85,Land Spirit Pokémon,75,1.2,70,Tapu Lele,786,130,115,95,psychic,fairy,18.6,7,1
130,Land Spirit Pokémon,115,1.9,70,Tapu Bulu,787,85,95,75,grass,fairy,45.5,7,1
75,Land Spirit Pokémon,115,1.3,70,Tapu Fini,788,95,130,85,water,fairy,21.2,7,1
29,Nebula Pokémon,31,0.2,43,Cosmog,789,29,31,37,psychic,,0.1,7,1
29,Protostar Pokémon,131,0.1,43,Cosmoem,790,29,131,37,psychic,,999.9,7,1
137,Sunne Pokémon,107,3.4,137,Solgaleo,791,113,89,97,psychic,steel,230,7,1
113,Moone Pokémon,89,4,137,Lunala,792,137,107,97,psychic,ghost,120,7,1
53,Parasite Pokémon,47,1.2,109,Nihilego,793,127,131,103,rock,poison,55.5,7,1
139,Swollen Pokémon,139,2.4,107,Buzzwole,794,53,53,79,bug,fighting,333.6,7,1
137,Lissome Pokémon,37,1.8,71,Pheromosa,795,137,37,151,bug,fighting,25,7,1
89,Glowing Pokémon,71,3.8,83,Xurkitree,796,173,71,83,electric,,100,7,1
101,Launch Pokémon,103,9.2,97,Celesteela,797,107,101,61,steel,flying,999.9,7,1
181,Drawn Sword Pokémon,131,0.3,59,Kartana,798,59,31,109,grass,steel,0.1,7,1
101,Junkivore Pokémon,53,5.5,223,Guzzlord,799,97,53,43,dark,dragon,888,7,1
107,Prism Pokémon,101,2.4,97,Necrozma,800,127,89,79,psychic,,230,7,1
95,Artificial Pokémon,115,1,80,Magearna,801,130,115,65,steel,fairy,80.5,7,1
